fixture,position,token_id,token_text,source,label,post_attn_l00,post_attn_l01,post_attn_l02,post_attn_l03,post_attn_l04,post_attn_l05,post_attn_l06,post_attn_l07,post_attn_l08,post_attn_l09,post_attn_l10,post_attn_l11,post_attn_l12,post_attn_l13,post_attn_l14,post_attn_l15,post_attn_l16,post_attn_l17,post_attn_l18,post_attn_l19,post_attn_l20,post_attn_l21,post_attn_l22,post_attn_l23,post_left_l00,post_left_l01,post_left_l02,post_left_l03,post_left_l04,post_left_l05,post_left_l06,post_left_l07,post_left_l08,post_left_l09,post_left_l10,post_left_l11,post_left_l12,post_left_l13,post_left_l14,post_left_l15,post_left_l16,post_left_l17,post_left_l18,post_left_l19,post_left_l20,post_left_l21,post_left_l22,post_left_l23,pre_attn_l00,pre_attn_l01,pre_attn_l02,pre_attn_l03,pre_attn_l04,pre_attn_l05,pre_attn_l06,pre_attn_l07,pre_attn_l08,pre_attn_l09,pre_attn_l10,pre_attn_l11,pre_attn_l12,pre_attn_l13,pre_attn_l14,pre_attn_l15,pre_attn_l16,pre_attn_l17,pre_attn_l18,pre_attn_l19,pre_attn_l20,pre_attn_l21,pre_attn_l22,pre_attn_l23,pre_left_l00,pre_left_l01,pre_left_l02,pre_left_l03,pre_left_l04,pre_left_l05,pre_left_l06,pre_left_l07,pre_left_l08,pre_left_l09,pre_left_l10,pre_left_l11,pre_left_l12,pre_left_l13,pre_left_l14,pre_left_l15,pre_left_l16,pre_left_l17,pre_left_l18,pre_left_l19,pre_left_l20,pre_left_l21,pre_left_l22,pre_left_l23
multi-source.txt,56,12389,"events",tool,0,0.024307,0.023271,0.019834,0.009062,0.020299,0.012996,0.016294,0.004424,0.023142,0.012681,0.035108,0.008555,0.047052,0.018039,0.038622,0.057768,0.004658,0.016848,0.036138,0.029496,0.055215,0.012943,0.017358,0.023374,0.010779,0.009973,0.008862,0.012902,0.011721,0.013059,0.011772,0.011781,0.008571,0.013926,0.011005,0.015811,0.010787,0.012874,0.009981,0.011215,0.016615,0.013758,0.012082,0.009451,0.014699,0.015438,0.015299,0.012844,272.107605,77.705299,27.340870,5.170124,3.374956,-3.519281,2.152157,-5.077669,54.735565,-5.913579,-2.273593,-6.877720,3.065898,0.135587,0.425439,-1.095343,-1.889943,-3.328060,-1.532610,-1.808320,-1.367362,-2.374548,6.919029,5.796512,269.842896,76.403259,25.261213,4.514254,1.297175,-4.597070,0.432549,-7.320486,50.233543,-8.955084,-5.322673,-8.502890,-0.271564,-2.966537,-3.034426,-4.689440,-4.014484,-6.043358,-5.663736,-6.271845,-4.400876,-4.367861,5.475905,4.008798
multi-source.txt,57,5927," returned",tool,0,0.038146,0.069834,0.079689,0.052954,0.046230,0.038051,0.041950,0.070302,0.078690,0.053846,0.059689,0.038490,0.057731,0.039374,0.072114,0.052522,0.006399,0.052362,0.060987,0.088426,0.020435,0.013063,0.010509,0.010992,0.010466,0.009528,0.008320,0.012476,0.011597,0.012829,0.011357,0.011299,0.008144,0.013706,0.010894,0.015377,0.010789,0.012462,0.009904,0.011531,0.016211,0.013481,0.012031,0.009329,0.015036,0.015138,0.015110,0.012750,273.694702,79.963982,28.229425,6.508502,4.262408,-2.242193,3.388455,-3.231021,49.559757,-8.022997,-1.347199,-6.898146,3.428841,0.606822,1.438170,-0.981218,-2.224672,-2.614137,-1.539363,-1.535930,-2.168518,-2.894221,6.306612,5.237308,270.732880,77.687515,25.265104,4.462317,1.311975,-4.605290,0.439435,-7.304271,43.858719,-8.927162,-5.330450,-8.512868,-0.337833,-3.036954,-3.047181,-4.713145,-3.925878,-5.963056,-5.604043,-6.179975,-4.423507,-4.403028,5.421110,4.022636
multi-source.txt,58,220," ",tool,0,0.031229,0.049085,0.072080,0.025241,0.035675,0.026377,0.043741,0.042483,0.044788,0.023172,0.033442,0.015439,0.049595,0.028540,0.052697,0.034252,0.007630,0.028393,0.025005,0.038451,0.013328,0.006612,0.032540,0.024515,0.010387,0.009833,0.008844,0.012747,0.011681,0.012799,0.011283,0.011742,0.008554,0.013864,0.011105,0.015447,0.010850,0.012406,0.010312,0.011622,0.015660,0.013725,0.012266,0.010229,0.014891,0.014951,0.014787,0.012450,273.394501,79.810722,29.926863,7.160874,3.948251,-2.472707,3.472337,-3.125386,51.276989,-9.268900,-2.056279,-9.357005,3.258759,0.584789,0.937465,-1.483567,-1.832648,-2.740300,-2.086640,-2.156842,-2.335261,-2.854913,7.582198,6.357899,270.387451,77.647919,25.398861,4.441857,1.311254,-4.597793,0.441930,-7.277140,45.693867,-8.941628,-5.280813,-8.526150,-0.393835,-3.075146,-3.071067,-4.785796,-3.926097,-5.874352,-5.510021,-6.143443,-4.414932,-4.406577,5.313108,3.907679
multi-source.txt,59,16,"1",tool,0,0.020062,0.037543,0.025579,0.008537,0.011878,0.007608,0.009596,0.007309,0.016382,0.005509,0.011488,0.003245,0.014217,0.008332,0.011622,0.018943,0.003585,0.009366,0.011457,0.016709,0.007668,0.003788,0.008382,0.007333,0.010195,0.009850,0.009229,0.012523,0.011600,0.012612,0.011177,0.011849,0.008397,0.013610,0.010898,0.015235,0.010874,0.012322,0.010474,0.011480,0.015323,0.013726,0.012076,0.010312,0.014644,0.014670,0.014880,0.012465,272.241180,80.392738,27.097296,5.319848,2.926065,-3.555432,2.102196,-5.232325,45.632523,-7.708890,-3.249465,-9.020076,1.833620,-0.515016,-0.104663,-2.232879,-2.045564,-3.847708,-2.869777,-2.996406,-2.968018,-3.419906,5.593566,4.920104,269.821838,78.169716,25.184483,4.520064,1.391768,-4.587940,0.456666,-7.238726,41.634048,-8.885817,-5.221270,-8.526970,-0.387995,-3.000728,-3.027997,-4.780863,-3.917014,-5.821458,-5.387424,-6.071113,-4.386611,-4.395231,5.250437,3.871573
multi-source.txt,60,17,"2",tool,0,0.020404,0.012798,0.017505,0.010608,0.009349,0.005260,0.011471,0.016001,0.028442,0.007123,0.012537,0.003443,0.016763,0.009444,0.017822,0.022441,0.004759,0.010821,0.016711,0.018002,0.009480,0.005367,0.011054,0.008105,0.009836,0.009576,0.008712,0.011927,0.011266,0.012203,0.010616,0.011298,0.007802,0.013211,0.010370,0.014754,0.010370,0.011996,0.009994,0.011015,0.014974,0.013322,0.011518,0.009913,0.014287,0.014389,0.014495,0.012063,271.450256,80.602768,26.653643,5.285000,3.115371,-4.025904,1.944239,-4.971972,41.989754,-9.168559,-2.911867,-9.342955,2.081517,-0.210246,0.153767,-1.959777,-2.968608,-3.780420,-2.360295,-2.681825,-2.604100,-3.208028,5.793180,4.914716,269.088287,79.706345,25.213945,4.582082,1.466493,-4.581731,0.448459,-7.192545,37.523983,-8.683892,-5.192881,-8.405832,-0.419967,-2.959363,-3.026231,-4.775657,-3.889979,-5.814573,-5.327355,-6.046742,-4.395711,-4.426054,5.195650,3.820250
multi-source.txt,61,3059," results",tool,0,0.030384,0.049453,0.023250,0.023503,0.038578,0.043147,0.047676,0.019440,0.047700,0.030565,0.042515,0.019660,0.056732,0.048027,0.053411,0.067273,0.015797,0.038234,0.033831,0.047797,0.012857,0.009731,0.009616,0.010482,0.009578,0.008903,0.008161,0.011642,0.010955,0.011853,0.010150,0.010983,0.007508,0.012891,0.010068,0.014225,0.009966,0.011704,0.009747,0.010781,0.014663,0.013019,0.011288,0.009614,0.013926,0.014122,0.014183,0.011705,271.624756,83.681801,27.374002,6.400964,4.484895,-1.914567,3.567677,-3.708266,37.390606,-7.890914,-1.784419,-7.404449,3.475626,1.413340,1.141460,-1.064378,-0.827066,-2.575095,-1.718641,-1.842036,-2.459554,-3.255694,5.748978,4.781715,268.813538,81.408615,25.113564,4.695194,1.483433,-4.597520,0.426223,-7.187249,31.981840,-8.882339,-5.238329,-8.532808,-0.466614,-2.963575,-2.944954,-4.698602,-3.908691,-5.788262,-5.258151,-6.037379,-4.337564,-4.447046,5.260180,3.772175
multi-source.txt,62,2878," within",tool,0,0.027138,0.062284,0.095885,0.044347,0.032980,0.030767,0.039884,0.041307,0.052070,0.030626,0.044875,0.018296,0.038904,0.023918,0.036119,0.022631,0.012128,0.027120,0.031380,0.047583,0.010518,0.013885,0.017313,0.028200,0.009437,0.008849,0.007629,0.011398,0.011074,0.011982,0.010212,0.010509,0.007365,0.012789,0.010165,0.014109,0.010177,0.012108,0.010109,0.011342,0.014614,0.013311,0.011497,0.009920,0.013807,0.013968,0.013955,0.011585,272.374268,84.824059,28.663374,7.253049,4.342186,-2.261636,3.349383,-3.264090,35.722260,-6.014568,-1.779707,-5.740214,2.965385,0.634927,0.717294,-2.238577,-0.467868,-3.221547,-2.290735,-2.753084,-2.680355,-2.651522,6.857096,5.712997,269.459045,82.307404,25.119900,4.762801,1.557448,-4.553665,0.434597,-7.138416,30.775108,-8.880374,-5.119128,-8.503958,-0.345989,-2.768958,-2.763097,-4.481424,-3.631253,-5.628000,-5.046022,-5.967846,-4.211692,-4.351803,5.204700,3.781697
multi-source.txt,63,220," ",tool,0,0.027816,0.029567,0.034439,0.015672,0.016471,0.013773,0.024469,0.022801,0.030927,0.009748,0.016120,0.008625,0.013130,0.011018,0.013347,0.015092,0.003592,0.010403,0.018039,0.020395,0.003670,0.002352,0.011301,0.006495,0.009117,0.009148,0.008469,0.011728,0.011256,0.012175,0.010518,0.010870,0.007550,0.012982,0.010438,0.014189,0.010330,0.012160,0.010357,0.011289,0.014528,0.013514,0.011757,0.010306,0.013657,0.013985,0.013885,0.011680,269.941101,84.130058,30.107731,6.604397,2.959398,-3.335102,2.478451,-4.248081,29.413568,-7.196856,-3.335904,-9.038184,1.413723,-0.247801,-0.967367,-3.356063,-2.660518,-4.341711,-3.240075,-4.335756,-3.836837,-4.615850,4.889353,4.125629,266.857483,82.420258,26.395792,4.656038,1.496471,-4.476763,0.494901,-7.091732,25.229733,-8.703619,-4.887574,-8.247309,-0.168127,-2.522091,-2.575224,-4.287989,-3.415524,-5.527154,-4.876753,-5.871932,-4.043296,-4.164268,5.427079,3.953464
multi-source.txt,64,20,"5",tool,0,0.016380,0.032497,0.014451,0.010851,0.006858,0.003955,0.007499,0.004660,0.015078,0.003128,0.008065,0.002569,0.006649,0.002856,0.003047,0.007631,0.001952,0.003716,0.007312,0.006269,0.002689,0.001313,0.001136,0.001880,0.008911,0.008733,0.008158,0.011545,0.010974,0.012020,0.010400,0.010768,0.007255,0.012792,0.010247,0.014030,0.010033,0.011951,0.010037,0.011015,0.014273,0.013230,0.011607,0.009963,0.013286,0.013715,0.013642,0.011365,266.155182,84.701942,27.977989,4.910220,2.027551,-4.440941,1.408126,-6.363467,27.095530,-6.680306,-3.857853,-8.175868,0.949532,-1.565535,-2.304813,-3.973409,-3.052420,-5.042080,-4.160861,-5.109407,-3.964345,-4.778063,3.377914,2.949559,263.698273,82.671043,27.013351,4.682132,1.437376,-4.443216,0.535599,-7.091155,24.266909,-8.606217,-4.778558,-8.136969,-0.048184,-2.290137,-2.448476,-4.219454,-3.261280,-5.425910,-4.730527,-5.836051,-3.908416,-4.037149,5.316620,3.939171
multi-source.txt,65,8756," miles",tool,0,0.031412,0.025862,0.018648,0.014609,0.020802,0.016517,0.033797,0.016281,0.047360,0.024457,0.048194,0.014968,0.030132,0.018719,0.019310,0.021119,0.004151,0.016432,0.013376,0.014340,0.013753,0.010462,0.007942,0.009920,0.008530,0.008288,0.007550,0.011183,0.010437,0.011546,0.009912,0.010318,0.006698,0.012462,0.009909,0.013754,0.009662,0.011764,0.009757,0.010716,0.013935,0.012943,0.011582,0.009793,0.012988,0.013537,0.013324,0.011022,270.260071,84.295792,29.978128,6.320403,3.335228,-2.987422,3.032322,-3.995320,27.128452,-6.992307,-1.376938,-6.990044,2.829635,0.493575,-0.030610,-2.236830,-2.514261,-3.834467,-2.887342,-3.396399,-2.559436,-2.715545,5.724628,4.735530,267.505554,82.725403,27.794350,4.606144,1.415336,-4.470898,0.496501,-7.108007,22.347178,-8.583286,-4.795710,-8.109036,-0.174116,-2.331119,-2.532204,-4.352308,-3.293046,-5.613716,-4.942800,-6.037758,-4.052068,-4.143670,5.276707,3.851596
multi-source.txt,66,11," ",tool,0,0.038609,0.046818,0.076898,0.030856,0.017791,0.015115,0.043968,0.021321,0.051910,0.016398,0.026425,0.013463,0.035879,0.024865,0.023672,0.032433,0.007434,0.015677,0.019399,0.037650,0.031935,0.009553,0.048678,0.050237,0.008435,0.007987,0.007277,0.011098,0.010335,0.011502,0.009983,0.010152,0.006562,0.012429,0.010072,0.013664,0.009549,0.011655,0.009605,0.010530,0.013747,0.012871,0.011493,0.009618,0.012922,0.013516,0.013132,0.010890,269.163879,84.841576,33.264080,7.456500,3.203868,-3.304375,3.292189,-4.883700,23.284103,-7.174583,-2.568544,-7.151069,2.532360,-0.187717,-0.386661,-2.091508,-2.584860,-3.805131,-2.954726,-2.569121,-2.142963,-2.517334,8.222978,6.969092,265.877289,82.532166,28.570536,4.522712,1.351370,-4.576443,0.437815,-7.165570,18.012070,-8.655162,-4.890670,-8.189736,-0.296170,-2.466063,-2.649862,-4.504367,-3.324672,-5.689082,-5.152546,-6.186845,-4.217756,-4.234968,5.348947,3.948648
multi-source.txt,67,10615," sorted",tool,0,0.045375,0.050677,0.047224,0.033772,0.033620,0.028627,0.040439,0.032862,0.055168,0.024405,0.047596,0.024329,0.040793,0.032511,0.045145,0.029803,0.014943,0.013377,0.029441,0.023344,0.008767,0.009145,0.005817,0.006583,0.008396,0.007701,0.007643,0.011168,0.010037,0.011295,0.010135,0.010032,0.006501,0.012221,0.009863,0.013627,0.009434,0.011564,0.009408,0.010332,0.013580,0.012541,0.011126,0.009422,0.012957,0.013315,0.013496,0.011307,267.779541,85.783783,31.571634,6.465784,4.106734,-3.114665,2.427344,-4.359147,20.242062,-6.120954,-2.384349,-6.235038,2.318666,-0.335174,-0.202455,-3.034366,-1.573730,-4.035681,-2.467695,-3.232571,-3.536163,-3.490120,4.590532,3.812469,264.351715,83.649483,29.208792,4.568890,1.344673,-4.662900,0.445442,-7.223967,15.725025,-8.605950,-4.893209,-8.193807,-0.236001,-2.375391,-2.515235,-4.376188,-3.230038,-5.568865,-5.065247,-6.106527,-4.143856,-4.148909,5.254220,3.950367
multi-source.txt,68,553," by",tool,0,0.033261,0.040206,0.036302,0.018782,0.017965,0.028723,0.038604,0.041227,0.044392,0.013947,0.020977,0.009767,0.026400,0.018298,0.024806,0.026839,0.019535,0.026151,0.031234,0.026175,0.019100,0.007245,0.023983,0.024545,0.008488,0.007791,0.007678,0.011076,0.009922,0.011273,0.010271,0.009945,0.006543,0.012053,0.010028,0.013572,0.009471,0.011612,0.009583,0.010258,0.013526,0.012418,0.011114,0.009234,0.012641,0.013085,0.013232,0.011067,268.356384,84.599159,31.694635,6.671557,3.227089,-3.014600,2.452022,-4.391352,24.408152,-7.615136,-3.374422,-8.685887,1.705389,-0.905531,-0.815144,-2.616957,-1.711704,-3.461855,-2.081175,-2.705543,-2.394741,-2.687635,7.202892,6.046350,264.686035,82.514847,29.264963,4.621511,1.340678,-4.651328,0.448336,-7.222223,20.205002,-8.703822,-4.804148,-8.172224,-0.173074,-2.296126,-2.484444,-4.352013,-3.172239,-5.516982,-5.064233,-6.098121,-4.159964,-4.123605,5.136672,3.884753
multi-source.txt,69,6010," distance",tool,0,0.032707,0.026070,0.021316,0.013518,0.022968,0.014146,0.025712,0.016820,0.029379,0.011345,0.030825,0.016205,0.027595,0.007512,0.032034,0.019995,0.011060,0.010939,0.035941,0.012266,0.014897,0.010540,0.007651,0.013141,0.008428,0.007760,0.007545,0.010809,0.009719,0.011302,0.010304,0.009954,0.006442,0.011730,0.009806,0.013313,0.009397,0.011566,0.009461,0.010028,0.013586,0.012570,0.011133,0.009047,0.012635,0.012956,0.013152,0.011086,268.765289,81.904343,31.192133,6.403320,3.526276,-3.160864,2.914296,-3.729602,29.060448,-6.977804,-2.349730,-6.643462,2.333931,-0.976048,0.064440,-2.571370,-1.163320,-4.015133,-2.586692,-3.496058,-3.584503,-3.461008,5.044211,4.608253,265.845306,80.374283,28.808771,4.751989,1.352548,-4.643561,0.466918,-7.203008,24.356743,-8.754706,-4.759207,-8.159833,-0.097012,-2.147350,-2.370310,-4.248308,-3.100231,-5.515823,-5.030259,-6.143059,-4.164864,-4.142570,5.254116,3.989676
multi-source.txt,70,11," ",tool,0,0.034497,0.030720,0.046215,0.018574,0.009191,0.012936,0.025301,0.010676,0.037854,0.004493,0.011874,0.004764,0.014408,0.004146,0.007684,0.011501,0.002741,0.011149,0.013183,0.017805,0.007355,0.004626,0.015278,0.014671,0.008297,0.007503,0.007208,0.010595,0.009619,0.011164,0.010198,0.009698,0.006188,0.011549,0.009811,0.013260,0.009337,0.011314,0.009484,0.009829,0.013534,0.012419,0.011265,0.008711,0.012585,0.012884,0.012902,0.010932,270.928833,83.145630,32.838741,7.068569,3.034397,-3.236522,2.823064,-5.049139,24.056662,-7.926888,-3.679187,-7.987003,1.575012,-1.729858,-1.497641,-3.794330,-3.352800,-3.878308,-3.173517,-3.267292,-3.337591,-3.413975,6.952302,5.792775,267.419098,81.104530,28.761442,4.806340,1.351855,-4.659369,0.495757,-7.175236,18.608347,-8.721734,-4.672672,-8.073924,-0.054238,-2.141522,-2.334423,-4.203952,-3.013018,-5.562683,-5.137313,-6.213442,-4.240532,-4.150767,5.346597,4.072713
multi-source.txt,71,448," with",tool,0,0.029365,0.042525,0.049689,0.034066,0.019281,0.013271,0.026526,0.044439,0.050056,0.009205,0.016454,0.005851,0.023872,0.014374,0.015976,0.022041,0.002749,0.022713,0.022034,0.029425,0.006748,0.003078,0.008709,0.013402,0.008252,0.007589,0.007311,0.010536,0.009338,0.010988,0.010114,0.009443,0.006223,0.011361,0.009580,0.013080,0.009052,0.011008,0.009153,0.009402,0.013301,0.012300,0.010994,0.008477,0.012414,0.012676,0.012747,0.010823,270.122803,81.190933,31.552174,6.581460,3.561896,-3.465216,2.328283,-4.137853,24.247883,-8.862427,-3.543698,-9.024092,1.709585,-1.371023,-0.938888,-2.765980,-3.794704,-4.009459,-3.205688,-2.979507,-3.988943,-4.006652,6.205421,5.604884,266.469116,79.097885,28.943993,4.713109,1.318316,-4.665714,0.504997,-7.155379,19.221006,-8.713979,-4.682126,-8.123637,-0.095433,-2.179744,-2.358341,-4.244932,-3.034506,-5.556728,-5.161922,-6.189881,-4.275016,-4.179082,5.287353,4.131761
multi-source.txt,72,279," the",tool,0,0.024664,0.036566,0.045431,0.020543,0.013225,0.008159,0.014786,0.015272,0.021224,0.007462,0.007325,0.002885,0.007034,0.003590,0.007425,0.010814,0.001587,0.011039,0.005916,0.008370,0.007137,0.004317,0.019484,0.018060,0.008093,0.007555,0.007243,0.010620,0.009111,0.010805,0.009946,0.009621,0.006341,0.011159,0.009329,0.012834,0.008874,0.010901,0.008909,0.009224,0.013093,0.012204,0.010861,0.008340,0.012282,0.012513,0.012564,0.010750,270.347534,79.197388,33.086285,6.305806,3.257521,-3.833398,2.262113,-4.437283,26.032841,-9.352232,-3.972131,-10.359569,0.926327,-2.283573,-1.314980,-3.222344,-4.271433,-4.165563,-4.156658,-3.745133,-3.222658,-3.188929,7.080751,6.149910,266.974548,77.200340,29.032625,4.618136,1.196559,-4.684595,0.479034,-7.234457,21.307310,-8.860969,-4.726398,-8.239425,-0.150696,-2.323117,-2.422178,-4.315333,-3.048144,-5.525100,-5.252925,-6.225448,-4.399083,-4.248776,5.255818,4.161532
multi-source.txt,73,18093," closest",tool,0,0.031798,0.049489,0.048029,0.034420,0.030160,0.026757,0.042022,0.061265,0.069794,0.024912,0.044124,0.017854,0.036413,0.010561,0.046528,0.024632,0.004546,0.006185,0.021717,0.014964,0.006941,0.005590,0.004778,0.006778,0.007955,0.007483,0.007235,0.010403,0.008839,0.010505,0.009698,0.009314,0.006077,0.010923,0.009059,0.012539,0.008449,0.010588,0.008569,0.008851,0.012903,0.011948,0.010529,0.008004,0.012122,0.012339,0.012560,0.010718,269.060822,79.126457,31.717491,6.853285,4.095313,-3.285848,3.073516,-2.847247,32.247196,-6.508540,-2.110108,-7.124690,2.753947,-1.709194,0.489563,-1.970493,-2.832910,-4.564121,-2.592109,-3.023104,-3.802241,-4.176863,5.013427,4.919308,265.841339,76.988106,28.907187,4.563593,1.104427,-4.674588,0.477278,-7.259596,26.608616,-8.840268,-4.743680,-8.246312,-0.174381,-2.372676,-2.505206,-4.391514,-3.108851,-5.494886,-5.290328,-6.133724,-4.423625,-4.219003,5.231535,4.247331
multi-source.txt,74,518," at",tool,0,0.025884,0.031111,0.037389,0.015539,0.016973,0.007897,0.023041,0.043322,0.068620,0.016618,0.026213,0.005444,0.039059,0.033809,0.036622,0.030382,0.005736,0.024121,0.039299,0.063224,0.009327,0.005853,0.027482,0.030985,0.007870,0.007557,0.007280,0.010426,0.008808,0.010458,0.009845,0.009701,0.006483,0.010889,0.009293,0.012526,0.008453,0.010392,0.008816,0.008712,0.012647,0.011701,0.010432,0.007931,0.012000,0.012173,0.012399,0.010591,266.944611,79.606796,31.579369,5.421064,3.081280,-4.007748,2.359236,-3.808171,27.539408,-7.567363,-2.813630,-8.136818,2.768248,-1.054682,-0.089011,-2.114099,-2.531496,-3.323536,-2.031514,-1.428593,-2.852071,-2.871284,7.577943,6.924960,263.465332,77.522659,29.146557,4.503530,1.080240,-4.723998,0.517270,-7.231229,21.723026,-8.728418,-4.782993,-8.127393,-0.182533,-2.416392,-2.551741,-4.485564,-3.153220,-5.475678,-5.263165,-6.004612,-4.403109,-4.230781,5.230474,4.301806
multi-source.txt,75,10717," Music",tool,0,0.034077,0.057566,0.045668,0.021371,0.040166,0.021093,0.024737,0.014790,0.049828,0.033246,0.029885,0.014962,0.042790,0.015679,0.022839,0.027899,0.010012,0.008830,0.010104,0.022454,0.026175,0.015828,0.010980,0.020437,0.007780,0.007680,0.007504,0.010443,0.008813,0.010347,0.009890,0.010067,0.007065,0.010903,0.009372,0.012418,0.008760,0.010550,0.009163,0.008764,0.012541,0.011797,0.010685,0.008515,0.011822,0.011959,0.012496,0.010696,268.864532,77.529381,30.678211,6.366162,4.242548,-2.953488,2.548926,-4.461413,35.454742,-4.710405,-2.202481,-6.049398,3.297426,0.407147,-0.224875,-1.883018,-1.248927,-4.018964,-3.140778,-2.523305,-2.480122,-3.256274,5.151891,4.651600,265.835693,75.735855,28.083624,4.458032,1.127739,-4.675465,0.545287,-7.058534,30.519669,-8.665586,-4.729096,-8.088444,-0.027625,-2.367136,-2.440435,-4.468652,-3.096458,-5.363917,-5.113140,-5.850947,-4.332181,-4.210805,4.910891,4.081229
multi-source.txt,76,10926," Hall",tool,0,0.037792,0.033474,0.039863,0.019010,0.035792,0.039238,0.037413,0.031842,0.061934,0.035401,0.044844,0.014097,0.074935,0.027449,0.034409,0.065376,0.010750,0.018986,0.023799,0.042288,0.019142,0.004010,0.002740,0.006614,0.007843,0.007985,0.007665,0.010443,0.009071,0.010352,0.009885,0.010005,0.007274,0.011083,0.009479,0.012448,0.009024,0.010563,0.009288,0.008841,0.012473,0.011715,0.010553,0.008497,0.011986,0.011981,0.012433,0.010788,270.944214,77.284103,29.787094,6.556090,3.444892,-3.074741,2.886986,-4.025481,37.259457,-6.962096,-2.146969,-6.897237,3.653375,0.738093,0.454899,-0.718571,-5.014628,-4.114773,-2.225125,-1.943685,-3.045459,-3.757367,4.022831,3.541011,267.548767,75.717255,27.799465,4.439674,1.185378,-4.649569,0.545771,-7.014429,32.398075,-8.643308,-4.718979,-8.053608,-0.016740,-2.379382,-2.438164,-4.466858,-3.112878,-5.402584,-5.121233,-5.800811,-4.340307,-4.233433,4.874574,4.010905
multi-source.txt,77,315," of",tool,0,0.029749,0.045830,0.028628,0.014410,0.020226,0.015915,0.025270,0.031372,0.063905,0.021768,0.026214,0.004632,0.021690,0.011738,0.022214,0.018745,0.002306,0.008148,0.012088,0.016646,0.006273,0.001712,0.002782,0.002697,0.007917,0.008012,0.007685,0.010409,0.009220,0.010640,0.010063,0.010116,0.007613,0.011286,0.009786,0.012454,0.009718,0.010704,0.009553,0.009363,0.012403,0.011722,0.010551,0.008665,0.012065,0.011804,0.012255,0.010654,269.316071,77.358185,29.454910,5.525184,3.379802,-3.430171,2.231927,-4.184106,38.392784,-8.205770,-3.080298,-8.537731,1.832550,-1.281027,-0.961819,-2.806502,-3.723178,-4.962074,-4.033667,-3.672166,-3.978333,-4.543775,3.946485,3.368286,265.476196,74.721642,27.183607,4.530266,1.235522,-4.616081,0.609158,-6.975226,34.428345,-8.598492,-4.652022,-7.976485,0.157413,-2.155038,-2.219472,-4.233787,-3.066330,-5.168173,-4.827594,-5.558567,-4.162119,-4.131775,4.899978,4.080378
multi-source.txt,78,13612," Williams",tool,0,0.043856,0.064352,0.047198,0.020635,0.035808,0.013445,0.013525,0.006482,0.027160,0.004622,0.017558,0.002100,0.007385,0.002780,0.003989,0.013300,0.003868,0.001131,0.001996,0.005061,0.004472,0.006744,0.004251,0.010151,0.007901,0.008190,0.007623,0.010272,0.009185,0.010596,0.010113,0.010249,0.008005,0.011328,0.009894,0.012341,0.009716,0.010648,0.009624,0.009260,0.012255,0.011578,0.010403,0.008524,0.011956,0.011583,0.012063,0.010450,270.351074,78.218666,28.572104,6.247027,3.943165,-3.198762,2.128897,-5.203130,40.703049,-7.359354,-2.950434,-7.645772,1.617749,-1.758602,-1.680979,-2.563130,-4.109886,-5.871561,-4.319108,-3.693192,-3.821396,-3.923769,4.118165,4.180550,267.068207,75.971153,26.325111,4.639004,1.265079,-4.523566,0.667842,-6.906461,36.455997,-8.542005,-4.536200,-7.812865,0.305876,-1.956458,-2.021751,-4.015331,-2.933267,-5.059533,-4.598208,-5.362103,-3.976113,-4.022911,4.813741,3.989312
multi-source.txt,79,10269,"burg",tool,0,0.046011,0.022618,0.011527,0.007109,0.011381,0.012139,0.010697,0.003838,0.023954,0.003503,0.014594,0.002638,0.022514,0.002331,0.013528,0.032268,0.000445,0.008105,0.021173,0.034429,0.012058,0.003950,0.003306,0.003291,0.008026,0.008628,0.007723,0.010198,0.009405,0.010576,0.009955,0.010005,0.007843,0.011179,0.009837,0.012179,0.009495,0.010454,0.009421,0.009027,0.012100,0.011325,0.010102,0.008164,0.011851,0.011528,0.011897,0.010403,274.305786,76.649803,26.723507,5.648755,2.692929,-3.495286,1.989977,-5.576846,49.003635,-10.755075,-3.091059,-10.720453,2.702005,-1.602614,-0.393966,-1.150089,-5.155101,-4.438626,-1.868485,-1.875521,-3.228346,-4.195764,4.603013,4.182766,270.676331,75.114578,25.297689,4.633902,1.354684,-4.387241,0.714366,-6.774274,45.396919,-8.531353,-4.449535,-7.678950,0.340458,-1.967581,-2.094201,-4.057739,-2.975527,-5.158629,-4.657386,-5.366151,-4.012952,-4.067647,4.811250,3.957710
multi-source.txt,80,518," at",tool,0,0.042311,0.080068,0.084323,0.026086,0.032075,0.024214,0.040434,0.025724,0.060882,0.020423,0.028677,0.009748,0.070906,0.021013,0.030593,0.062494,0.008411,0.031284,0.037818,0.075884,0.009589,0.004637,0.014945,0.018309,0.008145,0.008413,0.007186,0.009984,0.009234,0.010480,0.009751,0.009643,0.007632,0.010962,0.009738,0.012028,0.009467,0.010210,0.009319,0.009045,0.011901,0.011153,0.010010,0.008268,0.011816,0.011413,0.011729,0.010273,274.228821,77.055702,29.086678,5.342918,4.095718,-2.520083,3.040251,-3.935033,51.041206,-8.611224,-1.774693,-9.065929,3.865529,0.739827,1.146595,-0.907951,-1.075939,-3.274318,-1.751430,-0.974872,-3.181840,-3.492775,6.145660,5.749961,269.594238,74.268822,25.540953,4.516632,1.362159,-4.394674,0.733074,-6.755062,45.801430,-8.446663,-4.514019,-7.681498,0.346910,-2.073162,-2.155940,-4.096283,-3.112697,-5.199775,-4.698908,-5.306816,-4.049158,-4.137764,4.859813,4.048488
